Mathematics, Language, Science, History, English, Physical_Education, Art,mean_sciences,mean_humanities,Total_mean
6.3,5.6,5.8,5.6,5.7,8.3,5.6,6.05,5.60,6.13
4.8,5.7,5.7,5.2,5,7.4,7.5,5.25,5.45,5.90
5.1,6.9,6.5,6.7,5.5,7.5,6,5.80,6.80,6.31
5.7,7.1,4.5,6.5,5.5,5.2,6.4,5.10,6.80,5.84
5.3,6.5,4.1,6.2,4.5,7.2,6.5,4.70,6.35,5.76
5.8,6,5.3,6.7,4.5,7.6,7.4,5.55,6.35,6.19
5.7,6.3,5.4,5.7,6,6.7,6.8,5.55,6.00,6.09
5.4,6,6.1,5.9,4.5,6.6,8.3,5.75,5.95,6.11
5.1,6.6,4.5,8,5.5,7.1,7.3,4.80,7.30,6.30
6.8,7.3,5.6,6,6.3,9,7.8,6.20,6.65,6.97
6.6,7.4,5.5,7.5,5.4,6.3,7,6.05,7.45,6.53
5.2,7.6,4.6,6.1,6.2,7.7,4.9,4.90,6.85,6.04
6.2,6.4,5.5,6.9,5.7,6.9,7.8,5.85,6.65,6.49
5.7,7.1,5.4,8.3,6.9,9.2,4.7,5.55,7.70,6.76
6.6,6.6,4.8,4.6,4.7,5.8,8,5.70,5.60,5.87
4.8,6.1,5.6,5.7,5.9,9.8,5.1,5.20,5.90,6.14
5.3,5.3,6.4,7.1,5.5,8.5,7.4,5.85,6.20,6.50
6.2,6.6,5.4,6.5,5.7,7.8,7,5.80,6.55,6.46
5.4,6,5.7,6.9,4.9,7.4,5.8,5.55,6.45,6.01
5.3,6.3,5.8,6.9,5.4,6.5,7.5,5.55,6.60,6.24
6.3,7.6,5.7,7,6.3,5.9,6.8,6.00,7.30,6.51
5,7.6,5.2,6.1,6.4,8.8,6.9,5.10,6.85,6.57
5.8,7.6,5.8,5.9,6.3,6.2,6.5,5.80,6.75,6.30
5.2,7.2,5.4,6.3,5.9,7.8,7.3,5.30,6.75,6.44
5.6,5.5,5.7,6.4,5.2,7.1,8.3,5.65,5.95,6.26
5.6,6.2,6.1,6.9,7.3,7.2,4.7,5.85,6.55,6.29
5.9,5.5,5.7,6,5.4,9.3,6.9,5.80,5.75,6.39
5.2,4.8,5.6,6.4,6.2,6.5,4.9,5.40,5.60,5.66
5,5.1,6,7.8,6.4,6.1,6,5.50,6.45,6.06
5.3,5.5,6.6,8,6.2,7.3,6.7,5.95,6.75,6.51
5.9,5.4,6,7.9,6.4,8.1,7.2,5.95,6.65,6.70
4.8,7,5,6.1,5.7,5.5,5.8,4.90,6.55,5.70
4.5,6.5,4.2,6.3,6.5,5.4,6.8,4.35,6.40,5.74
4.4,6.1,6.1,7.6,4.8,8.4,6.9,5.25,6.85,6.33
5.4,6.3,5.8,5.2,5.8,7.3,7.1,5.60,5.75,6.13
4.4,6.9,4.9,6,5.6,7.1,7.1,4.65,6.45,6.00
4.6,6,5.5,7,4.7,8.5,6.7,5.05,6.50,6.14
6,6.1,5,7.7,5.6,6.8,7.5,5.50,6.90,6.39
5.5,6.2,5.7,6.3,5.7,7.3,7.4,5.60,6.25,6.30
5.3,6.9,5,4.8,5.7,5.6,7.1,5.15,5.85,5.77
6,6.7,5.9,4.9,5.7,7.9,8.2,5.95,5.80,6.47
4.7,5.9,5.4,6.1,5,6,8.4,5.05,6.00,5.93
6,6.2,4.4,6.6,7.6,7.1,8.3,5.20,6.40,6.60
5.5,6.3,5.3,6.7,4.6,9.2,4.7,5.40,6.50,6.04
5.8,6.5,4.9,5.9,6.3,5.9,7,5.35,6.20,6.04
4.9,7.8,6.2,6.1,5.7,7.1,8.5,5.55,6.95,6.61
5.8,6.3,5.4,6.3,6,7,7.5,5.60,6.30,6.33
7.2,5.3,5.6,6.9,4.9,5.5,6,6.40,6.10,5.91
4.7,5.5,5.2,6.5,5.7,7.3,7.1,4.95,6.00,6.00
4.8,6.8,6.1,7.3,5.5,6,6.4,5.45,7.05,6.13
5.1,7.3,6,6.6,5.9,7.3,7.2,5.55,6.95,6.49
6.9,5.6,5.6,5.6,5.8,10,7.3,6.25,5.60,6.69
4.9,7.3,5.5,6.6,5.9,6.9,8,5.20,6.95,6.44
5.6,6.7,5.3,6.3,5.6,7.8,8.4,5.45,6.50,6.53
5.2,6.8,6.4,6,5.9,6.3,6.2,5.80,6.40,6.11
5.5,6.5,5.2,7.4,6.1,8.4,7,5.35,6.95,6.59
5.4,6.6,5.5,6,5.5,6.3,6.7,5.45,6.30,6.00
5.7,6.5,5.5,6.1,6.6,7.7,6.7,5.60,6.30,6.40
7.8,5,5.8,6.8,6.9,6,7.1,6.80,5.90,6.49
5.5,5.4,6.6,5.8,5,7.3,7.8,6.05,5.60,6.20
5.9,7.1,4.9,7.4,6.6,8,7.6,5.40,7.25,6.79
5.2,5.9,4.6,7.7,5.2,8.5,7.9,4.90,6.80,6.43
5.6,5.1,5.8,7.3,7.2,8,8.2,5.70,6.20,6.74
6.5,7.5,4.9,5.9,5.1,5.8,7.9,5.70,6.70,6.23
5.8,6.2,5.6,4.9,6.3,5.3,6.2,5.70,5.55,5.76
5.9,7.1,5.7,6.5,5.7,7.1,8,5.80,6.80,6.57
5.6,7.2,4.1,8,5.5,6,5.7,4.85,7.60,6.01
5.9,6.9,5.1,6.2,6.6,7.9,6.8,5.50,6.55,6.49
6.4,7.4,5.3,5.6,5.5,7,7.8,5.85,6.50,6.43
5.1,6.2,5.7,5.7,5.2,7.6,8.9,5.40,5.95,6.34
5.7,6.6,5.9,6.3,6.4,7.2,5.8,5.80,6.45,6.27
6.3,5.6,6,5.7,5.7,8.5,4.5,6.15,5.65,6.04
5.9,7.7,6.7,7.5,5.7,8,7.8,6.30,7.60,7.04
6.5,6.6,4.8,7.6,6.2,7.1,6.5,5.65,7.10,6.47
6.1,5,5.1,6.6,5.7,7.2,5.3,5.60,5.80,5.86
5.6,4.4,5.9,6.5,7,7.2,6,5.75,5.45,6.09
6.1,7.1,5.2,7,5.9,7.2,8.5,5.65,7.05,6.71
6.7,7.5,4.9,6.6,6.2,6.6,7.1,5.80,7.05,6.51
5.3,7.6,5.6,6.1,6,9,5.9,5.45,6.85,6.50
5.3,5.2,4.2,6.9,6.5,6.2,6.4,4.75,6.05,5.81
5.8,6.4,4.8,6.7,5.8,8.3,6.1,5.30,6.55,6.27
5.4,5.3,6,6.2,5.9,5.2,8,5.70,5.75,6.00
5.8,6.2,5.6,7.1,5.7,6.6,7.4,5.70,6.65,6.34
5.5,6.6,5.9,4.9,5.8,8.2,6.5,5.70,5.75,6.20
7,5.8,4.7,7.2,7.2,6,6.7,5.85,6.50,6.37
4.6,6.9,6.8,4.6,5.9,6.7,7.5,5.70,5.75,6.14
4.5,5.8,6.5,6.3,5,6.2,6.7,5.50,6.05,5.86
5.9,6.4,5.6,6.9,4.9,7.7,8,5.75,6.65,6.49
6.8,6.3,5.9,6.2,5.9,8,7.4,6.35,6.25,6.64
5.2,6.4,6.1,5.6,5.6,6.2,7.7,5.65,6.00,6.11
5.3,5.4,4.9,5.4,5.6,6.8,6.7,5.10,5.40,5.73
4.4,5.9,6,6.9,4,6.1,5.8,5.20,6.40,5.59
5.7,5.8,5.3,7,5.5,6.5,6.2,5.50,6.40,6.00
5.7,6,5.8,7.2,6,8.4,7.5,5.75,6.60,6.66
4.6,7,5.5,6.2,6.3,7.7,7.9,5.05,6.60,6.46
5.8,5.2,5.7,5.9,5.3,7.4,7.8,5.75,5.55,6.16
4.9,7.2,5.6,6.6,5.7,6.2,7,5.25,6.90,6.17
6.3,6.7,5.2,6.6,5.6,7.3,7.1,5.75,6.65,6.40
6.1,5.7,5.4,6,5.3,7.6,7.4,5.75,5.85,6.21
6,6.4,5.2,7.2,6.9,7.1,7.4,5.60,6.80,6.60
6,5.8,5.1,6.1,5.8,7.4,7.9,5.55,5.95,6.30
5.2,5.9,5.6,4.4,5.6,8.6,6,5.40,5.15,5.90
6,4.9,5.5,5.4,6.6,8.7,7.2,5.75,5.15,6.33
5.3,6.6,6.1,6.3,5.3,8.2,6.3,5.70,6.45,6.30
5.2,5.6,6,7.4,4.1,7.8,6.1,5.60,6.50,6.03
4.8,6.3,4.7,6.9,4.8,7.2,6.8,4.75,6.60,5.93
5.1,6.8,6.3,6.5,5.8,7.4,7.8,5.70,6.65,6.53
5.3,6.5,5.3,5.9,4.7,5.7,5.3,5.30,6.20,5.53
5.2,5.6,6.2,7.5,6.9,7.2,7.6,5.70,6.55,6.60
6.8,4.9,6.1,7.7,5.9,5.8,7,6.45,6.30,6.31
6.8,6.3,5.6,5.8,5.5,7.2,8.1,6.20,6.05,6.47
4.9,5.6,5.8,6.2,5.6,7.5,7,5.35,5.90,6.09
6.1,6.7,4.8,5,5.8,6.2,7,5.45,5.85,5.94
5.7,5.2,5.2,8.1,5.5,6.5,5.7,5.45,6.65,5.99
5.4,6.3,4.8,7.9,6.4,6,7.9,5.10,7.10,6.39
5.4,6.1,5.1,6.9,5.3,6.8,8.4,5.25,6.50,6.29
5.4,7.2,5.5,7.7,5.8,8,7.8,5.45,7.45,6.77
5.4,6.5,5.6,5.7,6.5,6.3,7.2,5.50,6.10,6.17
5.3,5.1,5,7.1,6.5,5.9,8.2,5.15,6.10,6.16
5.2,4.8,5.5,6.9,5.2,7.9,7.1,5.35,5.85,6.09
6,5.8,5.8,4.8,5.7,6.3,6.7,5.90,5.30,5.87
5.9,7.1,5.7,7.6,6,6.8,6.2,5.80,7.35,6.47
5.7,5.7,5,6.7,5,10,5.7,5.35,6.20,6.26
6.3,6,4.7,7.6,6.1,7.5,6.1,5.50,6.80,6.33
7.2,6.9,4.8,3.8,6.4,8.1,6.2,6.00,5.35,6.20
4.8,6.1,5.4,6.1,5.6,8.9,6.1,5.10,6.10,6.14
5.2,6.4,5.6,7.8,6.1,7.2,7.3,5.40,7.10,6.51
5.6,5.6,6.8,5.4,5.4,7.8,7.6,6.20,5.50,6.31
4.8,7.1,5.6,5.5,5.7,7.7,7.7,5.20,6.30,6.30
5.8,5.7,5.8,5.9,6.8,7.6,6.7,5.80,5.80,6.33
6.5,7,6.4,7.9,4.9,7.9,6.4,6.45,7.45,6.71
4.6,5.4,4.3,6.3,6.5,7.3,7.7,4.45,5.85,6.01
6,5.9,5.8,7.6,6.1,7.5,6,5.90,6.75,6.41
6.6,5.6,5.4,6.4,6.3,7.6,5.9,6.00,6.00,6.26
6,5.4,5.6,7.4,6.1,9.5,5.4,5.80,6.40,6.49
6.6,5.9,6.7,5.5,6,8.1,5.2,6.65,5.70,6.29
5.5,5.6,5.7,7,6,5.3,8,5.60,6.30,6.16
5.7,5.3,5.8,6.7,6.2,7.4,6.1,5.75,6.00,6.17
5.6,6.1,5.5,6.8,6.3,6.9,8,5.55,6.45,6.46
5.9,7,5.7,6,5.4,8.6,7.4,5.80,6.50,6.57
5.8,5.1,5.5,6.1,5.5,7.5,6.9,5.65,5.60,6.06
5.2,5.7,6.2,7.3,5.3,9.1,5.9,5.70,6.50,6.39
5.4,7.7,6.1,7.7,6.7,6.6,5.8,5.75,7.70,6.57
5.5,6,6,8.3,5.6,7.4,7.4,5.75,7.15,6.60
5.4,5.8,5.8,8.1,5.2,8.8,6.9,5.60,6.95,6.57
6.6,5.6,5.8,6.1,6.5,7.7,6.2,6.20,5.85,6.36
5.1,5,5.5,7.2,5.7,7.2,6.1,5.30,6.10,5.97
5.7,6,5.5,5.8,6,8.5,7,5.60,5.90,6.36
5.1,5.5,6,6.8,5.2,4.8,7.5,5.55,6.15,5.84
6.8,5.1,6.1,6.7,6.1,6.4,6.9,6.45,5.90,6.30
5.4,5.9,5.7,6.8,4.8,6.9,7.3,5.55,6.35,6.11
5.6,7.1,5.5,7,6,7.3,7.6,5.55,7.05,6.59
5,6.1,5.6,7.1,5,6.9,5.8,5.30,6.60,5.93
6,5.9,6.1,5.7,5.6,8.5,7,6.05,5.80,6.40
5.4,6.5,4.9,6.5,5.8,7.9,6.3,5.15,6.50,6.19
4.8,6.1,6.3,5.3,6.9,6.6,7.2,5.55,5.70,6.17
5.4,6.3,6,7.5,5.5,6.9,6.6,5.70,6.90,6.31
5.4,6.4,5.5,7.8,5.8,6.2,6.9,5.45,7.10,6.29
6.1,6.4,5.6,6.5,5.8,7.9,5.6,5.85,6.45,6.27
6.2,7.6,5.9,7.9,5,8.2,7,6.05,7.75,6.83
6.4,5.1,5.5,5.5,5.4,8.6,7,5.95,5.30,6.21
5.6,5.6,5.3,8,6.5,9.2,6.2,5.45,6.80,6.63
7,6.3,5.8,7.8,7.3,7.9,5.9,6.40,7.05,6.86
6.7,5,5.4,7.1,6,5.8,7.5,6.05,6.05,6.21
5.5,5.5,5,7.4,6.1,8.8,7.1,5.25,6.45,6.49
5.6,6,4.6,5.4,5.7,8.5,5.8,5.10,5.70,5.94
6.5,6.2,6.3,6,5.6,6.7,7.9,6.40,6.10,6.46
6,7,5,6.2,7.5,7.5,6.1,5.50,6.60,6.47
6.2,5.5,5.9,6.7,5.3,9.5,6.5,6.05,6.10,6.51
6.4,5.8,4.9,5.8,5.7,8,4.6,5.65,5.80,5.89
6.3,5,5.4,6,6.4,7.1,6.4,5.85,5.50,6.09
5,5.4,5.5,6.5,5.9,6,6.8,5.25,5.95,5.87
6.2,6,5.9,5.3,7,8.6,6.8,6.05,5.65,6.54
5.4,6.9,5.2,7.8,5.1,8.1,6.7,5.30,7.35,6.46
5.8,5.6,5.3,5.9,5,6.8,7,5.55,5.75,5.91
5,6.3,6.2,6.2,4.9,6.5,6.8,5.60,6.25,5.99
5.8,6.5,6,7.2,6.6,6.6,7.9,5.90,6.85,6.66
5.9,6.1,4.6,5.6,5.6,8,7.2,5.25,5.85,6.14
5.8,6.9,5.5,6.5,5.9,8,6.1,5.65,6.70,6.39
5.6,6.1,6.2,6.4,5.8,7.4,6.9,5.90,6.25,6.34
4.9,6.3,6.5,6,5.6,7.5,7.9,5.70,6.15,6.39
6.2,4.5,6.3,5.5,4.9,7.9,8.8,6.25,5.00,6.30
5.6,4.8,6.3,7.3,6.4,6.9,6.7,5.95,6.05,6.29
6,6,5.6,7,5.6,6.7,8.5,5.80,6.50,6.49
5.3,7.4,5.7,7.3,6.5,8,6.9,5.50,7.35,6.73
5.2,6.2,5.3,5.6,5.5,8.2,8,5.25,5.90,6.29
6.7,6,6.6,6.9,6.5,7.4,7.8,6.65,6.45,6.84
5.6,6.6,5.7,6.9,6.8,5,5.2,5.65,6.75,5.97
5,5.3,6,5.4,6.7,8.8,7.1,5.50,5.35,6.33
4.2,6.4,4.9,6.9,4.4,7.4,6.8,4.55,6.65,5.86
6.5,5.8,4.9,8.3,6.3,7.5,6.1,5.70,7.05,6.49
5.2,7.2,4.4,6.3,5.6,7.5,6.7,4.80,6.75,6.13
4.4,5.9,4.5,5.8,6.7,5.2,6.6,4.45,5.85,5.59
6,7.2,6.5,7,5.6,9.6,6.8,6.25,7.10,6.96
5.7,7.5,5,6.3,6.3,9.1,6.9,5.35,6.90,6.69
5.2,7.3,5.6,7.3,6,6.8,7.3,5.40,7.30,6.50
5.5,6.6,5.2,5.2,5.3,6.7,8.3,5.35,5.90,6.11
5.6,6.7,5.4,7.9,6,7.8,9.3,5.50,7.30,6.96
4.6,6.9,5.4,6.8,6.4,7.7,7.2,5.00,6.85,6.43
5.9,6.4,5.2,7.3,6.1,7,8.6,5.55,6.85,6.64
5.7,5.8,5.6,5.5,5.5,6.7,7,5.65,5.65,5.97
6,5.8,5.5,7.7,5.3,8.1,8.2,5.75,6.75,6.66
6.4,5.2,5.6,5.7,7.1,8.1,7,6.00,5.45,6.44
5.4,7.4,5,6.9,5.5,9.4,7.4,5.20,7.15,6.71
4.4,6.4,6,7.2,5.6,7.3,6.9,5.20,6.80,6.26
5.6,4.8,5.6,7.4,5.1,6.1,6.9,5.60,6.10,5.93
5.7,6.6,6.2,7.3,5.7,7.8,7.3,5.95,6.95,6.66
6.3,5.8,6.3,6.1,5.8,8,8.1,6.30,5.95,6.63
5.3,5,5.2,7.5,5.9,6.5,5.7,5.25,6.25,5.87
5.9,5.8,5.3,6.9,5.8,6.2,8,5.60,6.35,6.27
5.2,6.5,5.7,6.3,7,8,8.3,5.45,6.40,6.71
5.4,4.4,4.4,7,5,7.9,6.5,4.90,5.70,5.80
6.3,7.9,5.4,5.8,6.6,8,6.1,5.85,6.85,6.59
5.2,6.2,5,5.2,6,7.8,7.5,5.10,5.70,6.13
5.6,6.1,5.2,5.9,6.1,6.8,6.1,5.40,6.00,5.97
7.1,7.6,6.1,6.6,6,6.1,7.5,6.60,7.10,6.71
5.4,7,6,7.7,5.8,7.5,7,5.70,7.35,6.63
5.7,6.4,4.7,6.4,6.5,8.1,7.3,5.20,6.40,6.44
5.3,6.6,5.5,5.8,6.2,8.5,6.1,5.40,6.20,6.29
6,6.2,5.4,7.3,4.9,6.2,7.2,5.70,6.75,6.17
6,5.9,5.5,7,5.6,6.9,6.8,5.75,6.45,6.24
5.3,7,4.6,7.7,6.6,7.4,7.1,4.95,7.35,6.53
4.5,6.4,4.8,6.4,5.6,7,6.7,4.65,6.40,5.91
5.5,6.2,6,6.1,5.8,7,8.3,5.75,6.15,6.41
5.7,6.3,6.1,7.8,6.7,6.7,6.8,5.90,7.05,6.59
5.2,5.1,5.4,6,5.7,7.7,5.1,5.30,5.55,5.74
6.1,6.3,4.9,6.3,5.1,8.6,6.7,5.50,6.30,6.29
6,6.3,5.5,5.2,6.4,6.7,5.9,5.75,5.75,6.00
4.6,6.6,5.2,6.4,5,6.6,7.6,4.90,6.50,6.00
5.5,7.1,4.6,6.7,6.8,7.3,5.8,5.05,6.90,6.26
6.3,5.4,6.1,5.6,6.1,6.7,7.7,6.20,5.50,6.27
6.7,5.8,5.7,5.6,7.4,7.8,6.8,6.20,5.70,6.54
5.9,5.1,5.3,6.1,5.6,9,5.9,5.60,5.60,6.13
5,5.7,5,6.7,4.8,7.7,6.4,5.00,6.20,5.90
5.9,7.3,4.7,6.2,7.1,6.8,6.3,5.30,6.75,6.33
6.3,7.5,5.6,6.6,6.5,8.3,6.5,5.95,7.05,6.76
5.1,6.5,5.5,6.4,6.3,6.8,6.6,5.30,6.45,6.17
5.9,5.8,5.8,6,6.9,6.7,7.3,5.85,5.90,6.34
5.4,5.8,5.4,7.5,6.2,9.1,6,5.40,6.65,6.49
5.1,5.9,5.5,6.4,6.4,6.8,5.2,5.30,6.15,5.90
7.2,6.1,5.6,7.4,5.4,7.3,7.4,6.40,6.75,6.63
6.1,6.7,6.1,5.3,5.6,5.5,5.6,6.10,6.00,5.84
5.2,6.9,5.7,7.4,5.7,8.2,5.8,5.45,7.15,6.41
5.3,6.5,5.2,5.9,6.2,6.9,6.3,5.25,6.20,6.04
5.1,6.6,6.1,6.1,6.2,6,8.1,5.60,6.35,6.31
5.9,6,5.9,6.8,5.4,7.5,7.2,5.90,6.40,6.39
4.9,6,5.8,5.6,5.8,5.9,7.1,5.35,5.80,5.87
5,6,5.4,6.2,5.7,7,6,5.20,6.10,5.90
6.1,6.3,5.9,8.3,6.1,6,6.5,6.00,7.30,6.46
5.4,6,4.8,7.1,5.5,6.8,7.3,5.10,6.55,6.13
5.2,7.1,5.6,6.7,6.4,6.6,8,5.40,6.90,6.51
6.1,6.6,6.5,7.1,6.4,8.4,5.8,6.30,6.85,6.70
4.9,4.8,5.8,6.1,5.7,7.2,7.9,5.35,5.45,6.06
6.4,6.2,5.9,6.8,5.5,6.9,8.5,6.15,6.50,6.60
6.3,5.6,4.5,6.5,5.8,7.7,6.5,5.40,6.05,6.13
5.2,7.2,4.3,6.2,6.6,6.9,7.9,4.75,6.70,6.33
4.6,6.2,6.2,6.4,5.7,7.4,6.6,5.40,6.30,6.16
6.9,6.2,5.2,6.3,5.7,7.8,6.8,6.05,6.25,6.41
5.7,5.5,4.6,4.2,6.2,4.6,5.6,5.15,4.85,5.20
4.4,6.4,5.5,6.3,5.5,6.6,7.3,4.95,6.35,6.00
5.4,6.6,5.7,4.9,5.3,6.9,8,5.55,5.75,6.11
5.7,6.1,5.2,5.9,5.3,7.5,6,5.45,6.00,5.96
5.8,7.1,6.1,6.9,6.2,5.8,5.7,5.95,7.00,6.23
5.9,6.8,5.3,6.5,7.4,7.2,8.1,5.60,6.65,6.74
4.2,6.8,5.5,6.2,5.6,7.9,9.3,4.85,6.50,6.50
6.1,6.4,5.8,7.2,5.5,7,6.2,5.95,6.80,6.31
6.5,6.4,6.3,8.5,5.4,6.2,6.3,6.40,7.45,6.51
5.5,5.3,4.5,5.3,6.3,8.1,6.5,5.00,5.30,5.93
6.1,6.2,6.3,7.4,6.2,9,6.3,6.20,6.80,6.79
4,5.5,5.5,5.9,6.3,7.8,5.2,4.75,5.70,5.74
5.3,7.1,6.7,7.3,5.2,8.1,7,6.00,7.20,6.67
5.5,6.5,5.3,6.8,5.1,7.8,6.6,5.40,6.65,6.23
4.9,6,4.9,5.4,4.8,8,6.1,4.90,5.70,5.73
6.1,7.4,6,7.2,6,9.4,6.3,6.05,7.30,6.91
6.2,6.3,5,5.6,5.5,8.6,8,5.60,5.95,6.46
5.5,6.3,6.1,6.8,4.6,8.5,6.3,5.80,6.55,6.30
5.9,7.6,5,7.5,5.6,10,7.3,5.45,7.55,6.99
7.2,6.8,5.3,5.7,6.3,5.6,5.8,6.25,6.25,6.10
5.5,4.7,6.1,7.1,6,7.9,6.9,5.80,5.90,6.31
5.7,6.7,5.8,6.1,5.4,6.6,6.3,5.75,6.40,6.09
6.7,6.6,4.9,6.2,7,8.3,7.1,5.80,6.40,6.69
5.3,5,6,6.1,6,7.2,5.8,5.65,5.55,5.91
5.2,5.2,4.6,7.1,5.6,7.4,6.9,4.90,6.15,6.00
6,6.9,5.5,6.1,5.5,10,7.1,5.75,6.50,6.73
6.4,7.4,5.8,5.3,6.6,5.4,6.4,6.10,6.35,6.19
5.5,6.7,6.4,6,5.3,8,6,5.95,6.35,6.27
4.9,6.6,5.9,5.6,4.5,6.6,7.4,5.40,6.10,5.93
6,6.2,4.5,6.7,4.9,7,8.8,5.25,6.45,6.30
5.9,7.3,5.4,7,5.8,7.2,5.5,5.65,7.15,6.30
5.5,6.2,4.2,5.4,5.1,7.3,5.6,4.85,5.80,5.61
5.2,5.8,5.6,6,6.1,7.8,6,5.40,5.90,6.07
5.8,6,5.9,6.1,7.1,6,6.7,5.85,6.05,6.23
6.2,5.1,6.2,6.6,6.5,6.6,5.8,6.20,5.85,6.14
5.6,7.9,6.4,5.4,5.4,7.5,7.3,6.00,6.65,6.50
6.3,6.4,5.6,6.9,5.2,7.1,6.2,5.95,6.65,6.24
6.5,4.8,6,8.6,5.8,5.5,6.8,6.25,6.70,6.29
5.1,7.1,5.3,7,6.5,5.1,5.7,5.20,7.05,5.97
5.7,5.6,4.9,5.2,6.1,7.1,6.6,5.30,5.40,5.89
4.3,7,5,6.8,4.5,6.5,7.3,4.65,6.90,5.91
5.8,6.4,5.7,7.7,5.6,7.9,8.8,5.75,7.05,6.84
5.8,6.4,6.2,7,6.2,8.5,6.2,6.00,6.70,6.61
5.6,6.1,4.9,6.6,6.7,7,5.7,5.25,6.35,6.09
6.1,5.5,6.8,7.3,5,8.2,6.9,6.45,6.40,6.54
4.7,6.4,5.1,6.4,5.9,7.7,6.9,4.90,6.40,6.16
5.6,5.4,5.6,6.9,6.4,6.1,6.2,5.60,6.15,6.03
6.3,6.1,6.1,5,5.2,6.4,7.9,6.20,5.55,6.14
5.9,6.6,6.4,7.2,6.2,7.6,6.2,6.15,6.90,6.59
5.1,5.6,5.4,7.7,6.4,7.7,5.6,5.25,6.65,6.21
5.5,6.5,4.7,6.2,6.3,7.8,7.4,5.10,6.35,6.34
5.5,5.2,5.2,8.6,6.2,7.8,6.7,5.35,6.90,6.46
6.3,6.7,6,6.2,5.3,7.5,8.2,6.15,6.45,6.60
5.9,6.2,5.1,6.6,6.1,7,6,5.50,6.40,6.13
6.5,6.7,4.9,6.5,6.3,5,6.7,5.70,6.60,6.09
6.2,6.9,4.7,6.5,5.8,8,7.8,5.45,6.70,6.56
6.3,7,5.5,7.7,6.3,8.1,7,5.90,7.35,6.84
5.7,6.1,5.1,6.6,5.7,8,7.7,5.40,6.35,6.41
6.1,5.4,5.9,6.6,5.8,8.1,7.7,6.00,6.00,6.51
5.8,6.5,5.8,5.9,6.9,6.1,5.6,5.80,6.20,6.09
5.9,6.5,5,7.2,5.8,7.7,6.8,5.45,6.85,6.41
5.3,6,5.4,7.7,5.7,6.6,7.3,5.35,6.85,6.29
6.2,6.7,7,6.1,6,6.3,7.8,6.60,6.40,6.59
5.8,5.6,5.4,6.4,6.5,8.5,7.3,5.60,6.00,6.50
5,6.7,5.9,6.7,5.1,6.9,8.8,5.45,6.70,6.44
6.8,6.3,5,5.9,6.5,5.9,7.4,5.90,6.10,6.26
5.4,6.4,5.7,5.4,6.1,7.5,6,5.55,5.90,6.07
5.4,6.7,5.3,6.2,6.2,7.6,6.8,5.35,6.45,6.31
6.6,5.2,6,5.9,6.5,8.4,6.1,6.30,5.55,6.39
5.4,5.5,4.8,6.7,6.9,7,6.4,5.10,6.10,6.10
5.2,6,5.7,7.1,6.9,7.5,7.5,5.45,6.55,6.56
4.7,6.1,6.8,5,6.7,7,6.9,5.75,5.55,6.17
5.8,6,4.7,4.2,6.5,6.6,6.2,5.25,5.10,5.71
5,5.8,4.4,5.1,5.1,7.3,7.8,4.70,5.45,5.79
5.9,6.1,6.2,7.2,5.4,6,6,6.05,6.65,6.11
4.2,5.6,6.6,6.1,7.2,8.6,6.6,5.40,5.85,6.41
6.1,6.1,5.4,4.7,6,6.3,7.4,5.75,5.40,6.00
5.8,6.8,5.2,6.1,6.2,6.2,6.8,5.50,6.45,6.16
6.9,6.5,5.6,6.7,5,8,7.2,6.25,6.60,6.56
4.4,6.2,6.1,5.8,5.9,8.5,6.5,5.25,6.00,6.20
5.9,6.2,5.7,7.1,5.4,7.4,8.7,5.80,6.65,6.63
6.3,4.6,5.6,5.9,5.5,6.1,7.4,5.95,5.25,5.91
5.6,5,5.1,6.5,6.7,8,8.2,5.35,5.75,6.44
4.3,5.7,4.1,8.2,6.7,7.6,7.4,4.20,6.95,6.29
5.6,6.5,4.7,6.2,4.5,7.8,7.3,5.15,6.35,6.09
5.3,6,5.2,6.3,4.9,7.8,8.1,5.25,6.15,6.23
5,5.7,5.4,6.1,5.5,7.8,6.9,5.20,5.90,6.06
5.1,6.7,5.1,7.2,5.8,6,7.8,5.10,6.95,6.24
5.2,6.3,5.7,6.7,6.6,8.8,6.2,5.45,6.50,6.50
5.9,7.4,5.8,5.8,7.4,6,6.1,5.85,6.60,6.34
6,7.2,6.1,6.3,6.2,8.8,7.8,6.05,6.75,6.91
5.5,6.7,6,6.4,6.4,6.9,5.4,5.75,6.55,6.19
5.3,5.2,6.1,5.4,5.8,7.3,5.3,5.70,5.30,5.77
4.7,6,6,5.8,6.5,6.5,7.4,5.35,5.90,6.13
5.5,6.5,5,6.3,4.6,5.5,5.6,5.25,6.40,5.57
5.9,7.5,5.3,5.2,4.6,7.6,7.4,5.60,6.35,6.21
5.5,6.4,5.3,7.1,6,8.5,8.5,5.40,6.75,6.76
5.9,6.1,5.1,6.3,7.2,8.2,7.2,5.50,6.20,6.57
6.7,6.8,5,6.3,5.9,7.2,6.1,5.85,6.55,6.29
4.4,6.7,5.4,6.8,6.2,7.1,8.4,4.90,6.75,6.43
5.8,5.8,5.7,6.8,6.3,6.4,7.6,5.75,6.30,6.34
6.4,5.6,4.9,5.7,4.9,5.1,7.3,5.65,5.65,5.70
5.7,5.9,5,6.4,6.2,8.2,6.9,5.35,6.15,6.33
6.7,5.6,5.7,6.7,5.9,6.5,7.8,6.20,6.15,6.41
5.8,5.7,4.8,8,4.9,7.5,5.2,5.30,6.85,5.99
